Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/16KB/16KB.out,89729.5,1.72168,20.2019,10.3191,0.798,34.0525,400.854,154.949
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/32KB/32KB.out,74152,1.74306,20.1973,10.0701,0.797,33.6334,399.529,155.799
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/64KB/64KB.out,195949,1.78064,20.245,10.0148,0.797,40.4511,414.153,155.964
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/128KB/128KB.out,154841,1.84147,20.2575,9.81541,0.796,41.3272,414.124,156.987
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/256KB/256KB.out,167146,1.84518,20.2889,9.32269,0.795,42.2339,424.231,158.413
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/512KB/512KB.out,191711,1.89891,20.3977,8.4654,0.793,43.7063,444.105,161.323
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/1024KB/1024KB.out,235557,1.92016,20.5289,7.12926,0.788,46.0839,483.286,166.78
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/2048KB/2048KB.out,322118,1.99586,20.8213,5.36999,0.778,50.4968,561.305,177.953
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/RRAM/4096KB/4096KB.out,231871,2.15947,20.9135,5.24853,0.774,40.2823,549.868,191.67
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/16KB/16KB.out,47441.2,0.055,150.031,492.303,0.107,166.684,11626.9,7.97047
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/32KB/32KB.out,81812.6,0.162,150.107,186.542,0.107,265.678,11546.3,47.1998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/64KB/64KB.out,140280,0.284,150.178,108.897,0.107,498.629,11539.8,128.885
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/128KB/128KB.out,147485,0.298,150.188,108.93,0.107,534.877,11540.6,129.724
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/256KB/256KB.out,150604,0.421,150.281,101.144,0.107,608.246,11542.8,105.548
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/512KB/512KB.out,1255650.0,1.50092,150.831,113.298,0.107,1088.26,11579.3,361.713
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/1024KB/1024KB.out,1338380.0,1.6359,150.914,111.451,0.107,1232.91,11581.8,372.679
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/2048KB/2048KB.out,1490050.0,1.85828,151.027,108.043,0.107,1521.64,11586.3,394.493
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/PCRAM/4096KB/4096KB.out,2112070.0,2.37784,151.287,121.841,0.107,2100.82,11597.0,433.224
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/16KB/16KB.out,72878.8,1.53123,10.0569,10.8595,1.59588,265.89,363.111,2464.18
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/32KB/32KB.out,112062,1.55343,10.068,10.8595,1.59588,270.286,367.508,4928.35
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/64KB/64KB.out,113801,1.60666,10.1206,10.8417,1.59433,272.89,370.117,4931.51
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/128KB/128KB.out,77293.1,1.62149,10.1463,10.7612,1.59426,271.155,368.416,2471.94
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/256KB/256KB.out,120647,1.64858,10.1599,10.7612,1.59426,277.07,374.331,4943.89
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/512KB/512KB.out,77737.7,1.67455,10.1953,10.1156,1.58811,275.711,373.288,1253.4
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/1024KB/1024KB.out,121293,1.68806,10.2021,10.1156,1.58811,281.009,378.587,2506.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/2048KB/2048KB.out,208162,1.74211,10.2291,10.1156,1.58811,287.749,385.326,5013.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/STTRAM/4096KB/4096KB.out,532391,2.01665,10.4052,10.4392,1.57421,300.484,396.407,20350.4
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/16KB/16KB.out,48779.6,0.14,0.113,282.43,241.469,10.9063,10.649,5.72252
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/32KB/32KB.out,41450.3,0.059,0.056,339.17,322.607,231.902,231.748,14.0418
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/64KB/64KB.out,58658,0.098,0.088,293.375,267.572,109.34,109.079,26.9805
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/128KB/128KB.out,59630,0.098,0.088,293.375,267.572,238.256,237.995,53.961
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/256KB/256KB.out,81329.6,0.122,0.111,233.496,204.778,241.984,241.512,107.916
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/512KB/512KB.out,94965.3,0.14,0.126,210.547,178.478,244.272,243.785,133.792
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/1024KB/1024KB.out,155749,0.19,0.151,210.547,178.478,251.32,250.832,267.584
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/2048KB/2048KB.out,257839,0.289,0.234,118.21,101.762,257.085,256.16,588.363
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/4096KB/4096KB.out,303080,0.373,0.307,100.066,93.887,261.586,260.467,576.56
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/16KB/16KB.out,172462,1.68412,20.1166,10.1778,0.798,50.4847,414.368,620.88
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/32KB/32KB.out,172705,1.68414,20.1166,10.1778,0.798,79.0804,442.964,1241.76
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/64KB/64KB.out,104051,1.65203,20.1005,10.1778,0.798,262.395,626.278,2483.52
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/128KB/128KB.out,174163,1.68428,20.1167,10.1778,0.798,267.61,631.493,4967.04
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/256KB/256KB.out,176088,1.73833,20.1711,10.1782,0.797,270.298,634.469,4970.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/512KB/512KB.out,108496,1.74323,20.1974,10.0701,0.797,267.782,633.678,2492.78
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/1024KB/1024KB.out,182810,1.77939,20.2155,10.0701,0.797,274.435,640.331,4985.57
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/2048KB/2048KB.out,331195,1.92403,20.2878,10.0701,0.797,284.037,649.933,9971.13
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/4096KB/4096KB.out,288582,2.01242,20.3532,9.79297,0.793,279.829,644.508,10169.7
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/16KB/16KB.out,49250.6,0.162,150.107,186.542,0.107,251.548,11532.2,23.5999
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/32KB/32KB.out,81812.6,0.162,150.107,186.542,0.107,265.678,11546.3,47.1998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/64KB/64KB.out,82055.6,0.162,150.107,186.542,0.107,294.543,11575.2,94.3997
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/128KB/128KB.out,53263.3,0.088,150.06,368.628,0.107,366.446,11758.0,33.7767
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/256KB/256KB.out,55337.9,0.124,150.095,343.798,0.107,386.775,11760.6,37.8021
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/512KB/512KB.out,58588.4,0.136,150.103,312.539,0.107,424.18,11762.5,45.2148
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/1024KB/1024KB.out,66774.8,0.184,150.141,161.869,0.107,609.676,11766.1,205.615
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/2048KB/2048KB.out,117277,0.277,150.195,107.356,0.107,838.59,11773.2,1050.49
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/4096KB/4096KB.out,131570,0.301,150.209,104.165,0.107,984.406,11777.0,1074.59
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/16KB/16KB.out,72878.8,1.53123,10.0569,10.8595,1.59588,265.89,363.111,2464.18
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/32KB/32KB.out,112062,1.55343,10.068,10.8595,1.59588,270.286,367.508,4928.35
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/64KB/64KB.out,113801,1.60666,10.1206,10.8417,1.59433,272.89,370.117,4931.51
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/128KB/128KB.out,77293.1,1.62149,10.1463,10.7612,1.59426,271.155,368.416,2471.94
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/256KB/256KB.out,120647,1.64858,10.1599,10.7612,1.59426,277.07,374.331,4943.89
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/512KB/512KB.out,77737.7,1.67455,10.1953,10.1156,1.58811,275.711,373.288,1253.4
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/1024KB/1024KB.out,121293,1.68806,10.2021,10.1156,1.58811,281.009,378.587,2506.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/2048KB/2048KB.out,208162,1.74211,10.2291,10.1156,1.58811,287.749,385.326,5013.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/4096KB/4096KB.out,205876,1.81259,10.2881,8.31438,1.58794,291.803,390.455,2623.7
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/16KB/16KB.out,38552.5,0.03,0.029,742.573,667.538,229.929,229.735,7.46493
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/32KB/32KB.out,43409,0.036,0.032,742.573,667.538,232.589,232.395,14.9299
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/64KB/64KB.out,53428.5,0.054,0.048,489.215,421.442,236.148,235.763,27.5784
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/128KB/128KB.out,55972.7,0.076,0.068,482.788,380.472,237.743,237.352,37.067
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/256KB/256KB.out,80424.3,0.102,0.09,373.83,280.426,242.465,241.685,73.2387
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/512KB/512KB.out,104266,0.137,0.119,234.602,194.872,245.238,244.704,122.111
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/1024KB/1024KB.out,172814,0.184,0.152,211.607,163.797,252.148,251.083,228.057
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/2048KB/2048KB.out,203108,0.252,0.211,190.131,167.909,255.931,254.181,266.258
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/4096KB/4096KB.out,281358,0.37,0.305,120.884,99.5623,262.035,260.519,447.798
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/16KB/16KB.out,99060.7,1.57996,20.0704,10.6414,0.799,315.508,621.725,2461.68
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/32KB/32KB.out,164425,1.60799,20.0844,10.6414,0.799,321.347,627.563,4923.35
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/64KB/64KB.out,167720,1.64784,20.1143,10.3702,0.797,285.562,630.225,4934.61
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/128KB/128KB.out,174163,1.68428,20.1167,10.1778,0.798,267.61,631.493,4967.04
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/256KB/256KB.out,104569,1.70972,20.233,9.59956,0.797,264.799,648.033,627.309
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/512KB/512KB.out,174956,1.74073,20.2485,9.59956,0.797,271.792,655.027,1254.62
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/1024KB/1024KB.out,136754,1.75013,20.2591,9.50219,0.796,272.146,655.049,1257.22
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/2048KB/2048KB.out,239083,1.78587,20.277,9.50219,0.796,278.601,661.504,2514.44
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/4096KB/4096KB.out,161466,1.81467,20.4934,7.23358,0.788,277.563,715.671,1311.55
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/16KB/16KB.out,41054.6,0.044,150.025,492.303,0.107,290.67,11750.9,7.97047
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/32KB/32KB.out,48413.2,0.055,150.031,492.303,0.107,293.986,11754.2,15.9409
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/64KB/64KB.out,60342.9,0.076,150.044,406.374,0.107,358.245,11758.6,28.7566
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/128KB/128KB.out,53263.3,0.088,150.06,368.628,0.107,366.446,11758.0,33.7767
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/256KB/256KB.out,46385.2,0.119,150.094,312.539,0.107,420.267,11758.6,22.6074
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/512KB/512KB.out,63378,0.133,150.104,361.181,0.107,494.581,11761.9,33.2127
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/1024KB/1024KB.out,72629.1,0.15,150.116,262.906,0.107,639.976,11765.4,49.8847
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/2048KB/2048KB.out,89514.9,0.178,150.132,171.159,0.107,927.508,11769.1,81.8684
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/4096KB/4096KB.out,105008,0.231,150.175,117.704,0.107,1611.24,11773.4,175.142
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/16KB/16KB.out,72878.8,1.53123,10.0569,10.8595,1.59588,265.89,363.111,2464.18
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/32KB/32KB.out,112062,1.55343,10.068,10.8595,1.59588,270.286,367.508,4928.35
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/64KB/64KB.out,190427,1.64222,10.1124,10.8595,1.59588,278.795,376.016,9856.7
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/128KB/128KB.out,77293.1,1.62149,10.1463,10.7612,1.59426,271.155,368.416,2471.94
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/256KB/256KB.out,120647,1.64858,10.1599,10.7612,1.59426,277.07,374.331,4943.89
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/512KB/512KB.out,77737.7,1.67455,10.1953,10.1156,1.58811,275.711,373.288,1253.4
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/1024KB/1024KB.out,121293,1.68806,10.2021,10.1156,1.58811,281.009,378.587,2506.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/2048KB/2048KB.out,208162,1.74211,10.2291,10.1156,1.58811,287.749,385.326,5013.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/4096KB/4096KB.out,205876,1.81259,10.2881,8.31438,1.58794,291.803,390.455,2623.7
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/16KB/16KB.out,38552.5,0.03,0.029,742.573,667.538,229.929,229.735,7.46493
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/32KB/32KB.out,43409,0.036,0.032,742.573,667.538,232.589,232.395,14.9299
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/64KB/64KB.out,53428.5,0.054,0.048,489.215,421.442,236.148,235.763,27.5784
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/128KB/128KB.out,72918,0.084,0.063,489.215,421.442,240.957,240.572,55.1569
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/256KB/256KB.out,80424.3,0.102,0.09,373.83,280.426,242.465,241.685,73.2387
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/512KB/512KB.out,104266,0.137,0.119,234.602,194.872,245.238,244.704,122.111
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/1024KB/1024KB.out,155749,0.19,0.151,210.547,178.478,251.32,250.832,267.584
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/2048KB/2048KB.out,295300,0.265,0.197,191.038,151.326,258.918,257.946,471.897
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/4096KB/4096KB.out,396124,0.399,0.288,170.986,140.64,265.83,264.794,660.679
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/16KB/16KB.out,119123,1.58127,20.0688,10.6703,0.799,277.83,623.398,2461.68
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/32KB/32KB.out,164425,1.60799,20.0844,10.6414,0.799,321.347,627.563,4923.35
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/64KB/64KB.out,104051,1.65203,20.1005,10.1778,0.798,262.395,626.278,2483.52
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/128KB/128KB.out,174163,1.68428,20.1167,10.1778,0.798,267.61,631.493,4967.04
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/256KB/256KB.out,176088,1.73833,20.1711,10.1782,0.797,270.298,634.469,4970.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/512KB/512KB.out,108496,1.74323,20.1974,10.0701,0.797,267.782,633.678,2492.78
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/1024KB/1024KB.out,182810,1.77939,20.2155,10.0701,0.797,274.435,640.331,4985.57
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/2048KB/2048KB.out,189428,1.84164,20.2576,9.81541,0.796,278.503,651.3,2511.79
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/4096KB/4096KB.out,344432,1.88275,20.2782,9.81541,0.796,285.633,658.429,5023.57
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/16KB/16KB.out,41054.6,0.044,150.025,492.303,0.107,290.67,11750.9,7.97047
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/32KB/32KB.out,48413.2,0.055,150.031,492.303,0.107,293.986,11754.2,15.9409
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/64KB/64KB.out,60342.9,0.076,150.044,406.374,0.107,358.245,11758.6,28.7566
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/128KB/128KB.out,53263.3,0.088,150.06,368.628,0.107,366.446,11758.0,33.7767
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/256KB/256KB.out,46385.2,0.119,150.094,312.539,0.107,420.267,11758.6,22.6074
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/512KB/512KB.out,58588.4,0.136,150.103,312.539,0.107,424.18,11762.5,45.2148
