Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/STTRAM/512KB/512KB.out,4250380.0,3.99365,11.3692,10.4619,1.56199,117.282,211.588,10456.5
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/STTRAM/1024KB/1024KB.out,5278410.0,4.17798,11.3999,10.2681,1.58104,145.377,239.429,22148.9
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/STTRAM/2048KB/2048KB.out,5278650.0,4.178,11.3999,10.2681,1.58104,175.184,269.236,44297.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/STTRAM/4096KB/4096KB.out,5279140.0,4.17804,11.3999,10.2681,1.58104,237.22,331.272,88595.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/16KB/16KB.out,48779.6,0.14,0.113,282.43,241.469,10.9063,10.649,5.72252
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/32KB/32KB.out,94133.2,0.153,0.126,233.496,204.778,12.7686,12.2961,13.4895
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/64KB/64KB.out,188266,0.276,0.188,233.496,204.778,20.6576,20.1851,26.9791
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/128KB/128KB.out,221071,0.276,0.188,233.496,204.778,34.9891,34.5166,53.9581
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/256KB/256KB.out,221314,0.276,0.188,233.496,204.778,64.2576,63.7852,107.916
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/512KB/512KB.out,221800,0.276,0.188,233.496,204.778,125.217,124.745,215.833
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/1024KB/1024KB.out,222772,0.277,0.188,233.496,204.778,256.825,256.352,431.665
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/2048KB/2048KB.out,386862,0.387,0.276,123.416,109.725,263.058,262.166,986.154
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/SRAM/4096KB/4096KB.out,481254,0.511,0.346,118.21,101.762,269.835,268.91,1176.73
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/16KB/16KB.out,280125,1.81312,20.1811,10.1778,0.798,44.4326,408.316,620.88
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/32KB/32KB.out,667765,2.3575,20.4833,10.2451,0.795,57.74,421.764,1243.37
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/64KB/64KB.out,483314,2.02264,20.2975,9.91921,0.794,48.113,410.779,1267.03
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/128KB/128KB.out,966627,2.57263,20.5725,9.91921,0.794,64.8628,427.529,2534.05
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/256KB/256KB.out,1091260.0,2.45032,20.4668,9.16191,0.794,66.3536,426.227,2721.73
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/512KB/512KB.out,2182510.0,3.143,20.8131,9.16191,0.794,85.4509,445.324,5443.46
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/1024KB/1024KB.out,3263030.0,3.43229,20.9428,9.08209,0.795,112.362,472.08,11143.0
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/2048KB/2048KB.out,5340290.0,4.673,21.4448,7.94826,0.794,127.573,481.861,13723.1
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/RRAM/4096KB/4096KB.out,5373660.0,4.67301,21.4448,7.94826,0.794,142.375,496.664,27446.2
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/16KB/16KB.out,49250.6,0.162,150.107,186.542,0.107,251.548,11532.2,23.5999
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/32KB/32KB.out,81812.6,0.162,150.107,186.542,0.107,265.678,11546.3,47.1998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/64KB/64KB.out,140280,0.284,150.178,108.897,0.107,498.629,11539.8,128.885
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/128KB/128KB.out,173085,0.284,150.178,108.897,0.107,512.96,11554.2,257.77
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/256KB/256KB.out,518061,0.768,150.409,79.7082,0.107,999.14,11561.2,745.385
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/512KB/512KB.out,551109,0.768,150.409,79.7082,0.107,1013.67,11575.7,1490.77
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/1024KB/1024KB.out,551352,0.768,150.409,79.7082,0.107,1043.35,11605.4,2981.54
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/2048KB/2048KB.out,551838,0.768,150.409,79.7082,0.107,1105.11,11667.2,5963.08
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteDynamicEnergy/PCRAM/4096KB/4096KB.out,552810,0.769,150.409,79.7082,0.107,1238.34,11800.4,11926.2
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/16KB/16KB.out,389405,1.81276,10.2394,10.5895,1.58104,55.539,152.265,1241.81
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/32KB/32KB.out,598414,1.83307,10.2293,10.6803,1.5874,75.1886,172.025,2474.66
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/64KB/64KB.out,842637,2.05067,10.369,10.478,1.57573,67.9006,163.784,2527.48
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/128KB/128KB.out,1200550.0,2.1545,10.3948,10.4903,1.58389,91.944,187.702,5133.39
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/256KB/256KB.out,1948220.0,2.73214,10.6927,10.4801,1.58104,104.594,200.429,10176.4
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/512KB/512KB.out,2368620.0,2.81954,10.7273,10.4903,1.58389,139.872,235.63,20533.5
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/1024KB/1024KB.out,4283510.0,3.99366,11.3692,10.4619,1.56199,131.883,226.188,20912.9
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/2048KB/2048KB.out,5278650.0,4.178,11.3999,10.2681,1.58104,175.184,269.236,44297.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/STTRAM/4096KB/4096KB.out,5279140.0,4.17804,11.3999,10.2681,1.58104,237.22,331.272,88595.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/16KB/16KB.out,48779.6,0.14,0.113,282.43,241.469,10.9063,10.649,5.72252
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/32KB/32KB.out,94133.2,0.153,0.126,233.496,204.778,12.7686,12.2961,13.4895
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/64KB/64KB.out,126776,0.153,0.126,233.496,204.778,26.9655,26.4931,26.9791
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/128KB/128KB.out,127019,0.153,0.126,233.496,204.778,55.9649,55.4925,53.9581
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/256KB/256KB.out,221314,0.276,0.188,233.496,204.778,64.2576,63.7852,107.916
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/512KB/512KB.out,221800,0.276,0.188,233.496,204.778,125.217,124.745,215.833
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/1024KB/1024KB.out,222772,0.277,0.188,233.496,204.778,256.825,256.352,431.665
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/2048KB/2048KB.out,295300,0.265,0.197,191.038,151.326,258.918,257.946,471.897
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/SRAM/4096KB/4096KB.out,396124,0.399,0.288,170.986,140.64,265.83,264.794,660.679
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/16KB/16KB.out,280125,1.81312,20.1811,10.1778,0.798,44.4326,408.316,620.88
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/32KB/32KB.out,312687,1.81313,20.1811,10.1778,0.798,58.5622,422.445,1241.76
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/64KB/64KB.out,483314,2.02264,20.2975,9.91921,0.794,48.113,410.779,1267.03
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/128KB/128KB.out,986694,2.16735,20.3458,9.80925,0.796,75.1785,437.691,2573.18
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/256KB/256KB.out,1091260.0,2.45032,20.4668,9.16191,0.794,66.3536,426.227,2721.73
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/512KB/512KB.out,1124300.0,2.45034,20.4668,9.16191,0.794,80.887,440.76,5443.46
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/1024KB/1024KB.out,2215640.0,3.14301,20.8131,9.16191,0.794,100.052,459.925,10886.9
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/2048KB/2048KB.out,5340290.0,4.673,21.4448,7.94826,0.794,127.573,481.861,13723.1
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/RRAM/4096KB/4096KB.out,5373660.0,4.67301,21.4448,7.94826,0.794,142.375,496.664,27446.2
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/16KB/16KB.out,47441.2,0.055,150.031,492.303,0.107,166.684,11626.9,7.97047
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/32KB/32KB.out,48413.2,0.055,150.031,492.303,0.107,293.986,11754.2,15.9409
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/64KB/64KB.out,60342.9,0.076,150.044,406.374,0.107,358.245,11758.6,28.7566
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/128KB/128KB.out,53263.3,0.088,150.06,368.628,0.107,366.446,11758.0,33.7767
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/256KB/256KB.out,55337.9,0.124,150.095,343.798,0.107,386.775,11760.6,37.8021
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/512KB/512KB.out,58588.4,0.136,150.103,312.539,0.107,424.18,11762.5,45.2148
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/1024KB/1024KB.out,92574,0.156,150.115,361.181,0.107,499.954,11767.3,66.4254
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/2048KB/2048KB.out,110833,0.189,150.135,262.906,0.107,645.418,11770.9,99.7694
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/ReadEDP/PCRAM/4096KB/4096KB.out,138828,0.263,150.192,189.917,0.107,760.876,11775.2,352.009
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/16KB/16KB.out,389405,1.81276,10.2394,10.5895,1.58104,55.539,152.265,1241.81
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/32KB/32KB.out,778811,2.25915,10.4626,10.5895,1.58104,70.4137,167.139,2483.62
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/64KB/64KB.out,842637,2.05067,10.369,10.478,1.57573,67.9006,163.784,2527.48
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/128KB/128KB.out,1685270.0,2.71568,10.7015,10.478,1.57573,86.3362,182.22,5054.96
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/256KB/256KB.out,2368380.0,2.81952,10.7273,10.4903,1.58389,110.469,206.226,10266.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/512KB/512KB.out,4250380.0,3.99365,11.3692,10.4619,1.56199,117.282,211.588,10456.5
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/1024KB/1024KB.out,5278410.0,4.17798,11.3999,10.2681,1.58104,145.377,239.429,22148.9
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/2048KB/2048KB.out,5278650.0,4.178,11.3999,10.2681,1.58104,175.184,269.236,44297.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/STTRAM/4096KB/4096KB.out,5279140.0,4.17804,11.3999,10.2681,1.58104,237.22,331.272,88595.6
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/16KB/16KB.out,48779.6,0.14,0.113,282.43,241.469,10.9063,10.649,5.72252
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/32KB/32KB.out,94133.2,0.153,0.126,233.496,204.778,12.7686,12.2961,13.4895
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/64KB/64KB.out,126776,0.153,0.126,233.496,204.778,26.9655,26.4931,26.9791
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/128KB/128KB.out,221071,0.276,0.188,233.496,204.778,34.9891,34.5166,53.9581
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/256KB/256KB.out,221314,0.276,0.188,233.496,204.778,64.2576,63.7852,107.916
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/512KB/512KB.out,221800,0.276,0.188,233.496,204.778,125.217,124.745,215.833
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/1024KB/1024KB.out,222772,0.277,0.188,233.496,204.778,256.825,256.352,431.665
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/2048KB/2048KB.out,386862,0.387,0.276,123.416,109.725,263.058,262.166,986.154
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/SRAM/4096KB/4096KB.out,481254,0.511,0.346,118.21,101.762,269.835,268.91,1176.73
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/16KB/16KB.out,280125,1.81312,20.1811,10.1778,0.798,44.4326,408.316,620.88
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/32KB/32KB.out,312687,1.81313,20.1811,10.1778,0.798,58.5622,422.445,1241.76
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/64KB/64KB.out,483314,2.02264,20.2975,9.91921,0.794,48.113,410.779,1267.03
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/128KB/128KB.out,966627,2.57263,20.5725,9.91921,0.794,64.8628,427.529,2534.05
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/256KB/256KB.out,1091260.0,2.45032,20.4668,9.16191,0.794,66.3536,426.227,2721.73
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/512KB/512KB.out,1124300.0,2.45034,20.4668,9.16191,0.794,80.887,440.76,5443.46
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/1024KB/1024KB.out,2215640.0,3.14301,20.8131,9.16191,0.794,100.052,459.925,10886.9
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/2048KB/2048KB.out,5340290.0,4.673,21.4448,7.94826,0.794,127.573,481.861,13723.1
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/RRAM/4096KB/4096KB.out,5373660.0,4.67301,21.4448,7.94826,0.794,142.375,496.664,27446.2
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/16KB/16KB.out,49250.6,0.162,150.107,186.542,0.107,251.548,11532.2,23.5999
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/32KB/32KB.out,81812.6,0.162,150.107,186.542,0.107,265.678,11546.3,47.1998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/64KB/64KB.out,140280,0.284,150.178,108.897,0.107,498.629,11539.8,128.885
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/128KB/128KB.out,173085,0.284,150.178,108.897,0.107,512.96,11554.2,257.77
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/256KB/256KB.out,518061,0.768,150.409,79.7082,0.107,999.14,11561.2,745.385
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/512KB/512KB.out,551109,0.768,150.409,79.7082,0.107,1013.67,11575.7,1490.77
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/1024KB/1024KB.out,551352,0.768,150.409,79.7082,0.107,1043.35,11605.4,2981.54
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/2048KB/2048KB.out,551838,0.768,150.409,79.7082,0.107,1105.11,11667.2,5963.08
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/WriteEDP/PCRAM/4096KB/4096KB.out,552810,0.769,150.409,79.7082,0.107,1238.34,11800.4,11926.2
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/16KB/16KB.out,64702.3,1.67072,10.1896,10.6628,1.58816,42.5707,139.877,154.8
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/32KB/32KB.out,72409.2,1.67862,10.1961,10.4744,1.58814,43.4238,140.821,155.472
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/64KB/64KB.out,86787.4,1.68789,10.202,10.1156,1.58811,44.8425,142.42,156.675
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/128KB/128KB.out,115742,1.75505,10.2596,9.45341,1.58804,47.5368,145.475,159.196
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/256KB/256KB.out,171127,1.81242,10.288,8.31438,1.58794,52.6078,151.261,163.981
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/512KB/512KB.out,337037,2.16028,10.4751,9.32564,1.58095,71.1897,167.649,188.558
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/1024KB/1024KB.out,451923,2.0957,10.4699,8.21441,1.57519,66.1792,163.395,202.251
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/2048KB/2048KB.out,903847,2.22955,10.5368,8.21441,1.57519,74.7284,171.944,404.503
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/STTRAM/4096KB/4096KB.out,1725440.0,2.96081,10.8862,8.08355,1.5752,108.428,203.795,518.954
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/16KB/16KB.out,48779.6,0.14,0.113,282.43,241.469,10.9063,10.649,5.72252
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/32KB/32KB.out,81341.6,0.14,0.113,282.43,241.469,25.036,24.7787,11.445
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/64KB/64KB.out,188266,0.276,0.188,233.496,204.778,20.6576,20.1851,26.9791
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/128KB/128KB.out,221071,0.276,0.188,233.496,204.778,34.9891,34.5166,53.9581
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/256KB/256KB.out,221314,0.276,0.188,233.496,204.778,64.2576,63.7852,107.916
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/512KB/512KB.out,221800,0.276,0.188,233.496,204.778,125.217,124.745,215.833
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/1024KB/1024KB.out,276100,0.391,0.251,210.547,178.478,130.299,129.811,267.584
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/2048KB/2048KB.out,277072,0.391,0.251,210.547,178.478,262.444,261.957,535.167
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/LeakagePower/SRAM/4096KB/4096KB.out,756607,0.956,0.566,170.986,140.64,150.162,149.126,660.679
