Configuration,Total_Area,Read_L,Write_L,Read_BW,Write_BW,RDE,WDE,Leakage_Power
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/64KB/64KB.out,67575.586um^2,220.023ps,203.101ps,151.627GB/s,137.899GB/s,10.752pJ,10.179pJ,8.002uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/128KB/128KB.out,146034.927um^2,252.524ps,218.263ps,157.099GB/s,142.143GB/s,17.068pJ,15.810pJ,15.957uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/256KB/256KB.out,268330.521um^2,373.325ps,307.004ps,100.066GB/s,93.887GB/s,22.391pJ,21.273pJ,36.035uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/512KB/512KB.out,443951.423um^2,558.122ps,455.621ps,109.364GB/s,66.203GB/s,29.094pJ,26.038pJ,62.492uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/1024KB/1024KB.out,795507.641um^2,763.270ps,570.732ps,77.817GB/s,61.457GB/s,39.312pJ,35.188pJ,112.335uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/2048KB/2048KB.out,1.505mm^2,1.185ns,831.826ps,68.595GB/s,46.159GB/s,57.155pJ,48.991pJ,214.867uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/4096KB/4096KB.out,2.818mm^2,1.892ns,1.214ns,43.318GB/s,39.977GB/s,79.444pJ,67.123pJ,407.426uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/16KB/16KB.out,17014.210um^2,1.891ns,20.556ns,7.109GB/s,786.179MB/s,20.666pJ,92.914pJ,19.543uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/32KB/32KB.out,18357.733um^2,2.021ns,20.721ns,5.209GB/s,780.510MB/s,21.463pJ,108.384pJ,19.853uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/64KB/64KB.out,37772.364um^2,1.892ns,20.543ns,7.093GB/s,786.370MB/s,25.656pJ,97.743pJ,39.812uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/128KB/128KB.out,55843.544um^2,1.947ns,20.565ns,8.252GB/s,785.326MB/s,28.087pJ,92.397pJ,79.310uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/256KB/256KB.out,73623.947um^2,1.998ns,20.560ns,8.840GB/s,783.807MB/s,30.371pJ,90.266pJ,157.745uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/512KB/512KB.out,84984.878um^2,2.176ns,20.759ns,7.585GB/s,778.049MB/s,32.685pJ,96.348pJ,159.843uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/1024KB/1024KB.out,169969.756um^2,2.228ns,20.785ns,7.585GB/s,778.049MB/s,37.960pJ,101.623pJ,319.685uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/2048KB/2048KB.out,349460.026um^2,2.185ns,20.619ns,8.530GB/s,783.817MB/s,47.361pJ,105.863pJ,658.294uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/RRAM/4096KB/4096KB.out,437278.285um^2,2.392ns,20.837ns,7.384GB/s,778.058MB/s,53.502pJ,115.833pJ,675.044uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/16KB/16KB.out,9900.584um^2,1.842ns,10.367ns,8.331GB/s,1.572GB/s,31.166pJ,130.006pJ,19.746uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/32KB/32KB.out,19801.169um^2,1.848ns,10.370ns,8.331GB/s,1.572GB/s,32.820pJ,131.660pJ,39.493uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/64KB/64KB.out,27564.674um^2,1.957ns,10.477ns,8.310GB/s,1.556GB/s,32.945pJ,131.579pJ,39.862uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/128KB/128KB.out,55129.348um^2,1.969ns,10.483ns,8.310GB/s,1.556GB/s,35.381pJ,134.015pJ,79.724uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/256KB/256KB.out,93644.991um^2,2.001ns,10.494ns,8.276GB/s,1.556GB/s,40.133pJ,138.336pJ,82.771uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/512KB/512KB.out,187289.982um^2,2.035ns,10.511ns,8.276GB/s,1.556GB/s,44.358pJ,142.562pJ,165.541uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/1024KB/1024KB.out,293691.355um^2,2.530ns,10.936ns,6.562GB/s,1.503GB/s,46.053pJ,145.631pJ,165.278uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/2048KB/2048KB.out,558139.732um^2,2.627ns,10.976ns,6.520GB/s,1.503GB/s,55.213pJ,153.849pJ,177.625uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/STTRAM/4096KB/4096KB.out,1.116mm^2,3.011ns,11.168ns,6.520GB/s,1.503GB/s,69.723pJ,168.359pJ,355.251uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/16KB/16KB.out,10965.937um^2,598.745ps,598.745ps,29.041GB/s,38.907GB/s,3.438pJ,0.739pJ,1.523uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/32KB/32KB.out,21234.090um^2,747.492ps,747.492ps,15.194GB/s,29.071GB/s,5.659pJ,1.031pJ,2.998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/64KB/64KB.out,41090.063um^2,1.044ns,1.044ns,13.779GB/s,19.163GB/s,11.165pJ,1.376pJ,5.634uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/128KB/128KB.out,81101.086um^2,1.372ns,1.372ns,7.036GB/s,14.180GB/s,20.022pJ,1.964pJ,11.184uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/256KB/256KB.out,157356.512um^2,2.362ns,2.362ns,6.171GB/s,7.635GB/s,39.824pJ,2.646pJ,20.959uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/512KB/512KB.out,311183.038um^2,3.054ns,3.054ns,3.044GB/s,5.809GB/s,75.178pJ,3.819pJ,41.736uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/1024KB/1024KB.out,795507.641um^2,763.270ps,570.732ps,77.817GB/s,61.457GB/s,39.312pJ,35.188pJ,112.335uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/2048KB/2048KB.out,1.505mm^2,1.185ns,831.826ps,68.595GB/s,46.159GB/s,57.155pJ,48.991pJ,214.867uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/SRAM/4096KB/4096KB.out,2.830mm^2,1.883ns,1.202ns,45.165GB/s,41.545GB/s,79.862pJ,67.355pJ,404.056uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/16KB/16KB.out,29379.061um^2,1.856ns,20.329ns,10.178GB/s,792.403MB/s,25.996pJ,82.666pJ,77.776uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/32KB/32KB.out,32729.504um^2,1.890ns,20.361ns,10.069GB/s,791.120MB/s,26.535pJ,83.664pJ,77.907uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/64KB/64KB.out,34174.678um^2,1.917ns,20.431ns,9.666GB/s,788.535MB/s,27.111pJ,85.161pJ,78.349uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/128KB/128KB.out,68349.356um^2,1.926ns,20.436ns,9.666GB/s,788.535MB/s,29.237pJ,87.286pJ,156.698uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/256KB/256KB.out,73623.947um^2,1.998ns,20.560ns,8.840GB/s,783.807MB/s,30.371pJ,90.266pJ,157.745uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/512KB/512KB.out,147247.894um^2,2.038ns,20.580ns,8.840GB/s,783.807MB/s,34.966pJ,94.861pJ,315.490uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/1024KB/1024KB.out,174730.013um^2,2.129ns,20.591ns,8.530GB/s,783.817MB/s,41.814pJ,100.316pJ,329.147uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/2048KB/2048KB.out,349460.026um^2,2.185ns,20.619ns,8.530GB/s,783.817MB/s,47.361pJ,105.863pJ,658.294uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/RRAM/4096KB/4096KB.out,437278.285um^2,2.392ns,20.837ns,7.384GB/s,778.058MB/s,53.502pJ,115.833pJ,675.044uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteEDP/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/16KB/16KB.out,8509.563um^2,2.266ns,10.792ns,10.049GB/s,1.504GB/s,32.820pJ,129.983pJ,19.460uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/32KB/32KB.out,12520.284um^2,2.316ns,10.839ns,9.395GB/s,1.504GB/s,32.830pJ,130.350pJ,19.634uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/64KB/64KB.out,20539.174um^2,2.330ns,10.844ns,8.269GB/s,1.504GB/s,32.860pJ,131.083pJ,19.976uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/128KB/128KB.out,34892.352um^2,3.699ns,12.196ns,8.190GB/s,1.337GB/s,35.024pJ,132.448pJ,20.055uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/256KB/256KB.out,64843.005um^2,3.759ns,12.218ns,6.512GB/s,1.337GB/s,35.235pJ,133.914pJ,20.742uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/512KB/512KB.out,121186.023um^2,8.948ns,17.376ns,6.418GB/s,936.599MB/s,39.754pJ,136.634pJ,20.892uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/1024KB/1024KB.out,236030.837um^2,9.096ns,17.391ns,4.387GB/s,936.491MB/s,41.413pJ,139.565pJ,22.254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/2048KB/2048KB.out,460516.691um^2,29.318ns,37.549ns,4.305GB/s,430.665MB/s,52.099pJ,145.019pJ,23.249uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/STTRAM/4096KB/4096KB.out,912255.755um^2,29.797ns,37.580ns,2.438GB/s,430.634MB/s,63.893pJ,150.878pJ,26.670uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/16KB/16KB.out,10800.700um^2,759.852ps,759.852ps,39.788GB/s,26.273GB/s,4.140pJ,1.045pJ,1.446uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/32KB/32KB.out,22642.214um^2,1.500ns,1.500ns,41.350GB/s,12.079GB/s,6.221pJ,2.069pJ,2.815uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/64KB/64KB.out,40262.248um^2,1.768ns,1.768ns,18.680GB/s,10.382GB/s,12.533pJ,1.972pJ,5.312uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/128KB/128KB.out,78984.622um^2,1.987ns,1.987ns,11.181GB/s,9.131GB/s,21.369pJ,2.263pJ,10.513uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/256KB/256KB.out,154489.594um^2,5.095ns,5.095ns,8.020GB/s,3.323GB/s,41.887pJ,3.537pJ,20.303uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/512KB/512KB.out,306468.659um^2,5.678ns,5.678ns,4.755GB/s,2.982GB/s,77.202pJ,4.119pJ,40.420uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/1024KB/1024KB.out,605947.663um^2,17.164ns,17.164ns,3.225GB/s,954.616MB/s,154.082pJ,6.853pJ,79.421uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/2048KB/2048KB.out,1.207mm^2,18.742ns,18.742ns,1.880GB/s,874.065MB/s,295.276pJ,8.016pJ,158.504uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/SRAM/4096KB/4096KB.out,2.400mm^2,62.426ns,62.426ns,1.213GB/s,258.870MB/s,589.076pJ,13.122pJ,314.920uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/16KB/16KB.out,12441.980um^2,1.900ns,20.543ns,8.410GB/s,786.155MB/s,20.920pJ,85.573pJ,19.495uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/32KB/32KB.out,9202.993um^2,1.984ns,20.553ns,8.840GB/s,783.807MB/s,26.351pJ,86.246pJ,19.718uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/64KB/64KB.out,10623.110um^2,2.159ns,20.751ns,7.585GB/s,778.049MB/s,28.077pJ,91.739pJ,19.980uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/128KB/128KB.out,13368.391um^2,2.441ns,21.052ns,5.847GB/s,766.916MB/s,31.466pJ,102.664pJ,20.499uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/256KB/256KB.out,18679.196um^2,3.013ns,21.688ns,4.002GB/s,744.872MB/s,37.885pJ,123.680pJ,21.538uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/512KB/512KB.out,29594.314um^2,3.097ns,21.719ns,3.984GB/s,744.879MB/s,59.803pJ,144.301pJ,24.208uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/1024KB/1024KB.out,59188.627um^2,3.099ns,21.720ns,3.984GB/s,744.879MB/s,60.872pJ,145.370pJ,48.417uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/2048KB/2048KB.out,102792.155um^2,3.407ns,21.855ns,3.948GB/s,744.882MB/s,105.772pJ,187.673pJ,61.128uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/RRAM/4096KB/4096KB.out,205584.309um^2,3.412ns,21.858ns,3.948GB/s,744.882MB/s,107.694pJ,189.596pJ,122.255uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/LeakagePower/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/16KB/16KB.out,8509.563um^2,2.266ns,10.792ns,10.049GB/s,1.504GB/s,32.820pJ,129.983pJ,19.460uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/32KB/32KB.out,12520.284um^2,2.316ns,10.839ns,9.395GB/s,1.504GB/s,32.830pJ,130.350pJ,19.634uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/64KB/64KB.out,20539.174um^2,2.330ns,10.844ns,8.269GB/s,1.504GB/s,32.860pJ,131.083pJ,19.976uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/128KB/128KB.out,34892.352um^2,3.699ns,12.196ns,8.190GB/s,1.337GB/s,35.024pJ,132.448pJ,20.055uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/256KB/256KB.out,64843.005um^2,3.759ns,12.218ns,6.512GB/s,1.337GB/s,35.235pJ,133.914pJ,20.742uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/512KB/512KB.out,121186.023um^2,8.948ns,17.376ns,6.418GB/s,936.599MB/s,39.754pJ,136.634pJ,20.892uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/1024KB/1024KB.out,236030.837um^2,9.096ns,17.391ns,4.387GB/s,936.491MB/s,41.413pJ,139.565pJ,22.254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/2048KB/2048KB.out,460516.691um^2,29.318ns,37.549ns,4.305GB/s,430.665MB/s,52.099pJ,145.019pJ,23.249uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/STTRAM/4096KB/4096KB.out,912255.755um^2,29.797ns,37.580ns,2.438GB/s,430.634MB/s,63.893pJ,150.878pJ,26.670uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/16KB/16KB.out,10501.780um^2,782.972ps,782.972ps,37.610GB/s,25.307GB/s,3.917pJ,0.961pJ,1.463uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/32KB/32KB.out,20521.916um^2,918.020ps,918.020ps,23.503GB/s,22.300GB/s,6.130pJ,1.107pJ,2.851uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/64KB/64KB.out,39646.851um^2,1.840ns,1.840ns,17.219GB/s,9.914GB/s,12.018pJ,1.783pJ,5.370uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/128KB/128KB.out,78370.000um^2,2.054ns,2.054ns,10.686GB/s,8.798GB/s,20.854pJ,2.074pJ,10.570uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/256KB/256KB.out,153523.106um^2,5.288ns,5.288ns,7.315GB/s,3.196GB/s,41.373pJ,3.347pJ,20.435uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/512KB/512KB.out,305503.730um^2,5.851ns,5.851ns,4.522GB/s,2.889GB/s,76.687pJ,3.929pJ,40.551uW
